case_id,interaction_id,interaction_type,representante,int_date
0644,001744,rep_response,jperez,2020-08-30
0645,001745,rep_derivation,dtorres,2020-07-10
0646,001746,rep_response,ggutierrez,2020-10-22
0647,001747,rep_response,jperez,2020-07-25
0648,001748,rep_case_closed,mramirez,2020-09-04
0649,001749,rep_response,slopez,2020-02-07
0650,001750,rep_case_closed,slopez,2020-06-29
0651,001751,rep_derivation,jperez,2020-01-31
0652,001752,rep_case_closed,slopez,2020-06-04
0653,001753,user_contact,,2020-02-06
0654,001754,rep_derivation,jperez,2020-12-05
0655,001755,user_recontact,,2020-10-09
0656,001756,user_contact,,2020-01-03
0657,001757,rep_response,dtorres,2020-09-16
0658,001758,user_recontact,,2020-09-22
0659,001759,user_contact,,2020-03-08
0660,001760,rep_response,mramirez,2020-07-20
0661,001761,rep_case_closed,jperez,2020-10-01
0662,001762,rep_derivation,jperez,2020-09-20
0663,001763,user_recontact,,2020-08-22
0664,001764,rep_case_closed,pcruz,2020-10-13
0665,001765,rep_response,mramirez,2020-12-07
0666,001766,user_recontact,,2020-02-02
0667,001767,rep_response,jperez,2020-03-01
0668,001768,user_recontact,,2020-08-27
0669,001769,user_contact,,2020-10-24
0670,001770,rep_response,dtorres,2020-08-03
0671,001771,rep_case_closed,mramirez,2020-10-27
0672,001772,rep_derivation,mramirez,2020-04-09
0673,001773,user_contact,,2020-06-24
0674,001774,rep_derivation,mramirez,2020-09-19
0675,001775,user_contact,,2020-02-13
0676,001776,rep_response,ggutierrez,2020-12-07
0677,001777,user_contact,,2020-08-31
0678,001778,user_recontact,,2020-05-29
0679,001779,survey_sent,slopez,2020-09-16
0680,001780,rep_case_closed,mramirez,2020-05-23
0681,001781,rep_case_closed,slopez,2020-03-12
0682,001782,user_recontact,,2020-10-09
0683,001783,user_recontact,,2020-11-08
0684,001784,survey_sent,jperez,2020-03-20
0685,001785,rep_case_closed,ggutierrez,2020-12-07
0686,001786,user_contact,,2020-10-27
0687,001787,user_recontact,,2020-03-24
0688,001788,rep_case_closed,slopez,2020-05-30
0689,001789,rep_derivation,dtorres,2020-10-25
0690,001790,rep_derivation,pcruz,2020-06-06
0691,001791,user_contact,,2020-10-10
0692,001792,rep_response,jperez,2020-06-16
0693,001793,rep_derivation,ggutierrez,2020-07-19
0694,001794,survey_sent,jperez,2020-08-07
0695,001795,user_contact,,2020-09-15
0696,001796,user_recontact,,2020-02-04
0697,001797,user_contact,,2020-03-04
0698,001798,user_recontact,,2020-12-06
0699,001799,rep_derivation,slopez,2020-02-25
0700,001800,user_contact,,2020-05-21
0701,001801,survey_sent,ggutierrez,2020-12-21
0702,001802,rep_response,dtorres,2020-03-05
0703,001803,rep_case_closed,dtorres,2020-05-05
0704,001804,user_contact,,2020-04-22
0705,001805,user_contact,,2020-01-17
0706,001806,rep_case_closed,mramirez,2020-12-27
0707,001807,user_contact,,2020-11-29
0708,001808,rep_case_closed,slopez,2020-01-14
0709,001809,user_contact,,2020-05-30
0710,001810,rep_derivation,slopez,2020-01-13
0711,001811,rep_case_closed,dtorres,2020-03-12
0712,001812,user_recontact,,2020-04-17
0713,001813,rep_derivation,dtorres,2020-07-19
0714,001814,rep_derivation,dtorres,2020-05-20
0715,001815,survey_sent,mramirez,2020-04-25
0716,001816,rep_derivation,slopez,2020-06-26
0717,001817,user_contact,,2020-01-07
0718,001818,rep_case_closed,mramirez,2020-10-01
0719,001819,rep_response,dtorres,2020-05-10
0720,001820,rep_response,slopez,2020-04-22
0721,001821,user_contact,,2020-01-15
0722,001822,user_contact,,2020-08-29
0723,001823,survey_sent,ggutierrez,2020-05-11
0724,001824,rep_response,pcruz,2020-02-16
0725,001825,survey_sent,mramirez,2020-11-05
0726,001826,rep_derivation,mramirez,2020-05-09
0727,001827,rep_response,jperez,2020-05-25
0728,001828,user_recontact,,2020-03-16
0729,001829,rep_derivation,slopez,2020-05-21
0730,001830,survey_sent,dtorres,2020-06-16
0731,001831,user_recontact,,2020-07-30
0732,001832,rep_response,mramirez,2020-09-14
0733,001833,rep_case_closed,pcruz,2020-08-30
0734,001834,user_contact,,2020-07-21
0735,001835,rep_response,ggutierrez,2020-04-21
0736,001836,user_contact,,2020-08-03
0737,001837,rep_response,jperez,2020-07-17
0738,001838,survey_sent,ggutierrez,2020-09-07
0739,001839,user_recontact,,2020-03-19
0740,001840,rep_response,ggutierrez,2020-01-26
0741,001841,rep_response,mramirez,2020-09-24
0742,001842,rep_response,ggutierrez,2020-01-04
0743,001843,rep_response,dtorres,2020-11-12
0744,001844,user_contact,,2020-05-07
0745,001845,survey_sent,mramirez,2020-07-26
0746,001846,rep_derivation,dtorres,2020-06-06
0747,001847,survey_sent,ggutierrez,2020-09-27
0748,001848,user_recontact,,2020-05-24
0749,001849,rep_response,ggutierrez,2020-11-19
0750,001850,rep_case_closed,jperez,2020-02-02
0751,001851,survey_sent,dtorres,2020-01-07
0752,001852,user_recontact,,2020-09-01
0753,001853,rep_derivation,mramirez,2020-05-26
0754,001854,user_contact,,2020-06-26
0755,001855,rep_derivation,slopez,2020-12-19
0756,001856,survey_sent,dtorres,2020-02-16
0757,001857,rep_derivation,ggutierrez,2020-08-11
0758,001858,survey_sent,ggutierrez,2020-04-04
0759,001859,rep_derivation,dtorres,2020-09-04
0760,001860,survey_sent,pcruz,2020-01-17
0761,001861,rep_derivation,slopez,2020-09-19
0762,001862,survey_sent,pcruz,2020-12-04
0763,001863,rep_response,mramirez,2020-06-18
0764,001864,rep_case_closed,mramirez,2020-11-26
0765,001865,user_contact,,2020-05-16
0766,001866,user_contact,,2020-03-02
0767,001867,user_recontact,,2020-11-18
0768,001868,rep_derivation,dtorres,2020-08-22
0769,001869,user_contact,,2020-07-17
0770,001870,rep_case_closed,ggutierrez,2020-01-23
0771,001871,user_contact,,2020-07-05
0772,001872,user_recontact,,2020-04-02
0773,001873,rep_derivation,dtorres,2020-11-01
0774,001874,rep_response,dtorres,2020-12-30
0775,001875,survey_sent,jperez,2020-10-25
0776,001876,rep_case_closed,slopez,2020-06-23
0777,001877,rep_case_closed,dtorres,2020-06-24
0778,001878,rep_case_closed,dtorres,2020-08-27
0779,001879,rep_derivation,dtorres,2020-08-13
0780,001880,user_recontact,,2020-06-23
0781,001881,survey_sent,pcruz,2020-08-20
0782,001882,rep_response,mramirez,2020-06-28
0783,001883,rep_derivation,pcruz,2020-09-02
0784,001884,user_recontact,,2020-05-31
0785,001885,rep_case_closed,ggutierrez,2020-07-25
0786,001886,user_recontact,,2020-11-12
0787,001887,user_contact,,2020-12-23
0788,001888,rep_response,jperez,2020-08-29
0789,001889,user_contact,,2020-09-15
0790,001890,survey_sent,mramirez,2020-06-07
0791,001891,user_recontact,,2020-11-28
0792,001892,user_recontact,,2020-03-17
0793,001893,user_contact,,2020-08-17
0794,001894,user_recontact,,2020-02-15
0795,001895,user_recontact,,2020-08-09
0796,001896,user_contact,,2020-09-22
0797,001897,rep_derivation,jperez,2020-10-09
0798,001898,survey_sent,pcruz,2020-12-06
0799,001899,rep_response,jperez,2020-08-29
0800,001900,user_recontact,,2020-06-13
0801,001901,rep_response,dtorres,2020-03-11
0802,001902,user_recontact,,2020-06-16
0803,001903,user_recontact,,2020-07-11
0804,001904,rep_case_closed,jperez,2020-02-04
0805,001905,user_recontact,,2020-05-22
0806,001906,user_contact,,2020-09-21
0807,001907,survey_sent,pcruz,2020-09-11
0808,001908,user_recontact,,2020-10-30
0809,001909,rep_case_closed,jperez,2020-07-05
0810,001910,user_recontact,,2020-11-12
0811,001911,rep_derivation,slopez,2020-03-21
0812,001912,rep_response,jperez,2020-08-20
0813,001913,survey_sent,pcruz,2020-09-27
0814,001914,survey_sent,slopez,2020-12-11
0815,001915,user_contact,,2020-06-08
0816,001916,survey_sent,ggutierrez,2020-01-02
0817,001917,rep_case_closed,slopez,2020-10-14
0818,001918,user_recontact,,2020-04-20
0819,001919,user_recontact,,2020-09-17
0820,001920,user_recontact,,2020-07-21
0821,001921,user_contact,,2020-08-16
0822,001922,rep_case_closed,mramirez,2020-11-02
0823,001923,rep_derivation,mramirez,2020-07-09
0824,001924,user_contact,,2020-09-30
0825,001925,survey_sent,mramirez,2020-10-25
0826,001926,survey_sent,ggutierrez,2020-03-16
0827,001927,survey_sent,slopez,2020-07-19
0828,001928,rep_case_closed,ggutierrez,2020-08-11
0829,001929,rep_response,dtorres,2020-06-29
0830,001930,user_contact,,2020-09-28
0831,001931,user_contact,,2020-02-13
0832,001932,user_contact,,2020-12-06
0833,001933,rep_response,slopez,2020-01-04
0834,001934,rep_derivation,dtorres,2020-05-01
0835,001935,rep_response,jperez,2020-01-21
0836,001936,user_contact,,2020-09-07
0837,001937,survey_sent,slopez,2020-11-14
0838,001938,rep_derivation,pcruz,2020-04-10
0839,001939,user_contact,,2020-01-28
0840,001940,rep_response,jperez,2020-02-10
0841,001941,survey_sent,dtorres,2020-11-15
0842,001942,user_recontact,,2020-02-20
0843,001943,user_recontact,,2020-02-21
0844,001944,rep_response,ggutierrez,2020-05-06
0845,001945,survey_sent,ggutierrez,2020-08-20
0846,001946,user_contact,,2020-09-17
0847,001947,rep_derivation,pcruz,2020-11-15
0848,001948,rep_case_closed,jperez,2020-10-06
0849,001949,survey_sent,slopez,2020-09-22
0850,001950,rep_derivation,dtorres,2020-08-05
0851,001951,rep_derivation,slopez,2020-11-08
0852,001952,rep_derivation,jperez,2020-03-10
0853,001953,rep_derivation,jperez,2020-01-18
0854,001954,user_contact,,2020-12-25
0855,001955,rep_case_closed,slopez,2020-04-28
0856,001956,user_recontact,,2020-07-03
0857,001957,user_contact,,2020-09-21
0858,001958,rep_case_closed,ggutierrez,2020-09-06
0859,001959,survey_sent,ggutierrez,2020-11-14
0860,001960,rep_case_closed,pcruz,2020-01-13
0861,001961,rep_case_closed,mramirez,2020-11-21
0862,001962,user_contact,,2020-11-30
0863,001963,rep_derivation,dtorres,2020-08-19
0864,001964,user_recontact,,2020-02-25
0865,001965,user_contact,,2020-11-30
0866,001966,rep_derivation,mramirez,2020-04-20
0867,001967,survey_sent,mramirez,2020-03-09
0868,001968,user_recontact,,2020-09-28
0869,001969,survey_sent,slopez,2020-09-16
0870,001970,survey_sent,mramirez,2020-07-03
0871,001971,rep_response,mramirez,2020-02-24
0872,001972,user_recontact,,2020-06-25
0873,001973,rep_response,pcruz,2020-11-16
0874,001974,rep_case_closed,ggutierrez,2020-10-14
0875,001975,user_contact,,2020-10-14
0876,001976,rep_case_closed,slopez,2020-09-15
0877,001977,user_contact,,2020-10-14
0878,001978,survey_sent,jperez,2020-04-11
0879,001979,rep_case_closed,jperez,2020-05-12
0880,001980,user_recontact,,2020-05-05
0881,001981,user_contact,,2020-04-04
0882,001982,rep_response,dtorres,2020-05-05
0883,001983,rep_derivation,ggutierrez,2020-08-04
0884,001984,survey_sent,mramirez,2020-05-08
0885,001985,survey_sent,mramirez,2020-12-22
0886,001986,rep_case_closed,mramirez,2020-08-18
0887,001987,rep_derivation,mramirez,2020-05-21
0888,001988,user_recontact,,2020-06-24
0889,001989,survey_sent,slopez,2020-05-23
0890,001990,rep_case_closed,ggutierrez,2020-09-23
0891,001991,user_recontact,,2020-07-11
0892,001992,rep_response,ggutierrez,2020-09-16
0893,001993,rep_derivation,ggutierrez,2020-02-27
0894,001994,survey_sent,slopez,2020-09-19
0895,001995,survey_sent,dtorres,2020-08-18
0896,001996,rep_derivation,dtorres,2020-04-06
0897,001997,user_contact,,2020-06-14
0898,001998,rep_derivation,ggutierrez,2020-05-03
0899,001999,rep_derivation,pcruz,2020-08-18
0900,002000,user_contact,,2020-04-20
0901,002001,rep_derivation,pcruz,2020-05-16
0902,002002,user_contact,,2020-06-01
0903,002003,rep_derivation,pcruz,2020-07-20
0904,002004,survey_sent,slopez,2020-11-27
0905,002005,rep_derivation,jperez,2020-03-06
0906,002006,rep_derivation,pcruz,2020-02-13
0907,002007,survey_sent,pcruz,2020-05-31
0908,002008,rep_response,slopez,2020-10-04
0909,002009,survey_sent,pcruz,2020-08-07
0910,002010,user_contact,,2020-01-16
0911,002011,rep_derivation,mramirez,2020-04-09
0912,002012,rep_case_closed,mramirez,2020-10-30
0913,002013,survey_sent,mramirez,2020-01-13
0914,002014,survey_sent,ggutierrez,2020-09-16
0915,002015,survey_sent,ggutierrez,2020-03-01
0916,002016,user_recontact,,2020-07-29
0917,002017,rep_response,slopez,2020-08-28
0918,002018,rep_case_closed,dtorres,2020-08-31
0919,002019,user_recontact,,2020-07-23
0920,002020,rep_derivation,mramirez,2020-11-23
0921,002021,user_contact,,2020-03-16
0922,002022,rep_derivation,dtorres,2020-01-02
0923,002023,user_recontact,,2020-01-15
0924,002024,user_contact,,2020-07-03
0925,002025,rep_derivation,mramirez,2020-10-16
0926,002026,survey_sent,pcruz,2020-09-12
0927,002027,user_recontact,,2020-08-02
0928,002028,user_contact,,2020-12-03
0929,002029,user_recontact,,2020-04-03
0930,002030,rep_response,slopez,2020-10-30
0931,002031,rep_response,jperez,2020-12-16
0932,002032,user_contact,,2020-01-19
0933,002033,rep_response,mramirez,2020-09-28
0934,002034,rep_case_closed,ggutierrez,2020-05-06
0935,002035,survey_sent,ggutierrez,2020-08-29
0936,002036,user_recontact,,2020-08-25
0937,002037,user_recontact,,2020-12-09
0938,002038,rep_response,slopez,2020-09-19
0939,002039,survey_sent,jperez,2020-04-03
0940,002040,rep_response,ggutierrez,2020-12-01
0941,002041,rep_response,dtorres,2020-03-29
0942,002042,user_recontact,,2020-07-01
0943,002043,rep_case_closed,pcruz,2020-06-01
0944,002044,survey_sent,mramirez,2020-01-23
0945,002045,user_contact,,2020-03-01
0946,002046,rep_response,jperez,2020-09-11
0947,002047,rep_derivation,jperez,2020-06-10
0948,002048,rep_response,ggutierrez,2020-04-28
0949,002049,survey_sent,ggutierrez,2020-06-27
0950,002050,rep_case_closed,jperez,2020-12-01
0951,002051,rep_derivation,slopez,2020-09-17
0952,002052,user_contact,,2020-02-26
0953,002053,rep_response,pcruz,2020-09-13
0954,002054,user_recontact,,2020-08-26
0955,002055,rep_case_closed,mramirez,2020-05-26
0956,002056,survey_sent,slopez,2020-01-22
0957,002057,user_contact,,2020-03-19
0958,002058,survey_sent,ggutierrez,2020-10-21
0959,002059,user_contact,,2020-06-02
0960,002060,survey_sent,dtorres,2020-02-19
0961,002061,user_recontact,,2020-02-05
0962,002062,user_recontact,,2020-12-22
0963,002063,user_contact,,2020-02-28
0964,002064,user_contact,,2020-07-28
0965,002065,rep_case_closed,jperez,2020-12-22
0966,002066,rep_response,dtorres,2020-10-12
0967,002067,survey_sent,jperez,2020-10-20
0968,002068,rep_case_closed,slopez,2020-03-08
0969,002069,rep_derivation,pcruz,2020-04-06
0970,002070,user_contact,,2020-08-22
0971,002071,user_contact,,2020-06-10
0972,002072,user_contact,,2020-01-17
0973,002073,user_contact,,2020-05-08
0974,002074,user_recontact,,2020-03-20
0975,002075,rep_derivation,ggutierrez,2020-05-27
0976,002076,user_recontact,,2020-11-04
0977,002077,rep_derivation,dtorres,2020-01-29
0978,002078,user_recontact,,2020-11-09
0979,002079,user_contact,,2020-05-17
0980,002080,rep_case_closed,ggutierrez,2020-03-08
0981,002081,rep_derivation,slopez,2020-05-16
0982,002082,rep_derivation,jperez,2020-12-04
0983,002083,rep_derivation,mramirez,2020-01-02
0984,002084,survey_sent,dtorres,2020-01-18
0985,002085,user_contact,,2020-10-28
0986,002086,rep_derivation,mramirez,2020-03-04
0987,002087,rep_response,dtorres,2020-09-25
0988,002088,rep_case_closed,dtorres,2020-10-09
0989,002089,survey_sent,pcruz,2020-03-24
0990,002090,rep_response,mramirez,2020-12-03
0991,002091,survey_sent,pcruz,2020-05-23
0992,002092,survey_sent,dtorres,2020-09-28
0993,002093,rep_case_closed,slopez,2020-06-20
0994,002094,rep_derivation,pcruz,2020-09-17
0995,002095,user_contact,,2020-07-20
0996,002096,rep_derivation,mramirez,2020-01-07
0997,002097,user_recontact,,2020-01-01
0998,002098,rep_response,dtorres,2020-09-07
0999,002099,rep_response,dtorres,2020-12-06
1000,002100,user_recontact,,2020-04-06
1001,002101,survey_sent,dtorres,2020-08-27
1002,002102,rep_response,mramirez,2020-06-13
1003,002103,rep_case_closed,jperez,2020-10-29
1004,002104,rep_case_closed,pcruz,2020-10-13
1005,002105,rep_response,slopez,2020-12-12
1006,002106,survey_sent,dtorres,2020-12-09
1007,002107,survey_sent,jperez,2020-03-10
1008,002108,rep_derivation,pcruz,2020-07-12
1009,002109,user_recontact,,2020-08-26
1010,002110,rep_derivation,dtorres,2020-10-03
1011,002111,user_contact,,2020-04-15
1012,002112,rep_derivation,dtorres,2020-08-01
1013,002113,user_contact,,2020-08-05
1014,002114,survey_sent,mramirez,2020-09-29
1015,002115,rep_response,slopez,2020-12-24
1016,002116,rep_case_closed,slopez,2020-03-19
1017,002117,rep_derivation,dtorres,2020-10-30
1018,002118,survey_sent,ggutierrez,2020-02-03
1019,002119,survey_sent,pcruz,2020-06-02
1020,002120,rep_derivation,slopez,2020-04-25
1021,002121,rep_derivation,ggutierrez,2020-08-29
1022,002122,rep_derivation,mramirez,2020-06-22
1023,002123,user_contact,,2020-09-10
1024,002124,rep_case_closed,jperez,2020-08-17
1025,002125,rep_case_closed,ggutierrez,2020-12-22
1026,002126,rep_response,ggutierrez,2020-03-10
1027,002127,rep_derivation,pcruz,2020-06-25
1028,002128,user_contact,,2020-01-17
1029,002129,rep_response,ggutierrez,2020-05-11
1030,002130,rep_case_closed,pcruz,2020-02-13
1031,002131,user_recontact,,2020-06-12
